"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"O00560",0,6269.141,1135.817,21933.9,0,0,772.9056,2136.746,1820.724,1727.91,0,0
"O00560.1",2102.056,50355.05,248.9275,3239.16,1315.904,0,0,0,0,892.3565,0,0
"O00560.2",77323.02,307637.4,98442.28,192982.4,24851.34,16547.95,5565.282,0,3264.563,5901.958,0,0
"O15264",104287.8,75887.37,773377.5,481165.5,1027196,1163747,4080239,4885818,3093787,2759105,0,0
"O15264.1",35955.9,44102.32,57145.17,34638.01,21231.26,49499.7,666107,379313.6,255792.1,579765,0,0
"O15551",187023.5,124867.7,4487444,2572575,535809.2,434645.9,91361.88,65997.91,243250.4,206632.6,0,0
"O43490",252694.3,322889.5,34886740,6651274,832708.7,827703.4,498518.9,118448.8,151636.8,121583,0,0
"O43490.1",267179.4,251301.7,26259010,29240210,686115.4,1776036,753784.8,901784.6,2063315,1653803,0,0
"O43490.2",2033.339,2220.75,541270.3,781086.7,816.6769,0,6839.682,2764.548,57.40908,7160.04,0,0
"O43490.3",2120.956,638.161,994154.3,2864331,1438.375,37167.2,2785.613,17105.35,979.5057,4221.535,0,0
"O43490.4",38365.29,43994.34,753849.4,720885.5,34.1258,2124.875,6940.725,5031.957,587.936,2744.343,0,0
"O43490.5",5490.428,5454.321,860590.9,1149234,6316.696,6805.258,1923.456,3093.063,7751.323,3843.347,0,0
"O60547",30311.25,30264.84,63838.29,227563.6,161.4557,0,3383.508,32707.36,11573.14,63814.54,0,0
"O60716",1906.647,1083.957,34834.1,17576.91,25360.27,18059.33,15348.04,8629.13,93834.76,73759.25,0,0
"O95297",54688.19,45310.94,134641.4,137978.2,6548.123,5864.528,43026.96,49237.23,121392.1,125124.9,0,0
"P00338",350.6803,831.4362,0,0,0,0,4603.467,38769.92,2234.059,71940.54,0,0
"P00338.1",6976.856,12543.54,24515.91,31696.44,18150.74,28909.51,27835.86,30334.32,77551.69,96774.23,0,0
"P04075",5544.516,5677.672,19339.32,24437.86,107809.3,186936.2,120237.3,109147.8,185746,106353.3,0,0
"P05787",1360.798,188.2466,0,2884.781,0,0,1454.659,39635.16,1051.381,7699.515,0,0
"P05787.1",3031.091,629.4888,1388.436,0,0,0,4934.165,18020.37,0,10338.99,0,0
"P07355",5347.118,5018.643,60647.18,34436.6,125081.7,75972.68,215146.7,163098.4,300313.7,319484,0,0
"P07355.1",953192,875298.5,3306093,2221213,5438327,13446270,34431280,29441230,49485760,44764440,0,0
"P07355.2",30649.28,37603.41,6137.797,19751.87,10324.97,3483.849,136504.1,474509.9,64931.69,547862.7,0,0
"P07355.3",8723.55,7826.855,23805.29,70506.48,10204.41,42170.43,335861.8,1070399,361265.2,878196.8,0,0
"P07355.4",35187.93,31620.52,8403.56,9769.818,3888.097,3097.745,108898.5,331878.7,12961.96,90713.3,0,0
"P07355.5",10532.17,7900.675,123422.6,79153.68,2607.988,39996.76,299809,645304.2,104671.2,130324.7,0,0
"P07947",20256.2,9105.704,382894.2,711560.3,110148.8,57201.2,21227.55,192964.9,16210.95,407244.6,0,0
"P09769",0,0,164381.4,73280.02,0,0,0,196.8198,0,406.0595,0,0
"P10768",2566.901,2463.698,42325.2,35400.54,5912.8,389.5303,6169.972,3258.582,6272.512,1753.1,0,0
"P15924",557.5785,0,11472.89,4198.8,13322.81,5418.917,8704.412,4935.128,16961.49,8160.904,0,0
"P15941",230734.7,187180.6,3011110,565517.8,372451.9,288821,1163708,269288,1875262,1063966,0,0
"P15941.1",29697.24,14109.1,1111093,160325.7,222466.9,98932.04,564302.5,71811.65,598318.9,402655.5,0,0
"P15941.2",92585.22,74811.17,1159922,1015874,171887.7,336884.3,313849.8,544577,857971.4,671140.4,0,0
"P15941.3",13264.18,3662.602,1087275,829405.1,236317.4,491704.6,452288.8,553492.9,911749.1,618098.8,0,0
"P15941.4",4435.908,2842.955,265941.2,187592.5,50126.13,93784.48,102567.1,100386.3,152160.1,89517.91,0,0
"P15941.5",6454.579,6.965306,265154.3,27891.21,43289.42,20315.15,113492.4,16082.68,111822.5,66346.02,0,0
"P15941.6",85499.28,69809.82,2199846,2375271,430861.2,907291.2,751929.3,1261011,1679627,1234104,0,0
"P15941.7",153718.4,162621.3,2417136,446855.7,329707.2,190043.6,1011662,215040.7,1177805,999390.9,0,0
"P15941.8",37204.3,34703.4,322994.6,203284.7,163399.1,369284.3,396807.7,320507.4,312393.3,312134.3,0,0
"P15941.9",9506.695,9690.176,68230.96,64971.72,0,74575.08,95956.75,111993.5,96225.11,106205.1,0,0
"P15941.10",725424,555221.3,11403750,6245066,5739038,5044740,6291237,5422422,4982703,4079506,0,0
"P16144",18507.18,15378.47,212492,168545.6,99028.78,87986.3,80214.42,53335.37,122758.6,106213.1,0,0
"P16144.1",0,492.8357,1946.947,12005.52,0,8902.409,9928.384,30976.21,21702.75,23100.07,0,0
"P29317",17603.86,16840.38,314252.8,142809.6,232343.5,216314.4,97089.48,121039.6,365751.6,357216.7,0,0
"P29353",5817.028,8600.735,57438.45,188971.9,5854.814,4873.824,2696.002,49143.78,111.2158,136798.7,0,0
"P31939",877.3432,993.8172,42573.5,53145.26,0,1450.939,14051.37,30634.82,26584.17,83170.27,0,0
"P42685",18331.31,22345.06,209797.4,634181.3,0,0,1458.661,52224.13,4239.601,78665.47,0,0
"P42685.1",4030.957,1468.515,108366.6,91391.72,0,10879.35,4699.321,3650.42,48158.7,48932.77,0,0
"P46059",682.4844,148.1672,477197.6,71004.01,368738.7,73683,281602.9,62805.12,323631.8,311000.4,0,0
"P46059.1",315.0013,904.3459,236150.4,272696,124927.7,256003,103380.4,214873,331867.1,267941.8,0,0
"P46940",1068.001,1525.042,17951.12,9202.298,6262.83,7417.102,8971.792,7589.489,25512.29,20570.59,0,0
"P48960",1511.074,572.5824,29626.97,16352.92,21124.02,17361.06,3808.55,1502.467,9638.819,5408.154,0,0
"P53801",30818.44,27673.16,341997.3,208376.4,23594.72,62958.03,228484,193187.7,55401.37,62716.59,0,0
"P53801.1",8.723678,23.79383,106807.3,47935.47,0,12654.43,74830.2,39630.4,26337.75,26413.38,0,0
"P53801.2",83319.01,92858.27,607576.6,403037.8,86261,182782.9,796313.3,597102.7,357668.5,385286.5,0,0
"P57739",2300.696,491.4286,5032.162,6643.583,0,5895.658,0,0,0,0,0,0
"P57739.1",1035.546,0,220.624,0,0,39889.22,0,0,0,0,0,0
"P60903",23974.98,24299.09,345530.6,231288.6,871921.1,717642.5,472399.8,349712.1,447591.1,354194.9,0,0
"P69905",4504.337,3260.817,23094.36,12528.26,6289.72,15721.58,19120.67,21500.84,13665.54,14586.48,0,0
"Q05655",14468.4,10874.48,292069.9,153209.8,16351.24,150264.4,253243.9,236213.6,1233645,935115.1,0,0
"Q05655.1",4827.114,2014.214,34497.82,27139.4,1069.399,3079.632,77339.48,60099.13,37275.06,27611.67,0,0
"Q05655.2",7771.317,1754.724,260645.1,164801.9,34760.77,194806.1,223291.1,216385.2,1277982,1445836,0,0
"Q07912",522.6918,984.1334,171294.7,184888,6330.629,2477.797,0,0,899.3617,2673.868,0,0
"Q09666",426.4014,143.5704,2867.717,2022.81,11060.65,13731.83,29022.31,50037.85,57931,40690.79,0,0
"Q09666.1",2455.023,1417.097,30853.12,186274.2,73388.82,55227.18,150699.8,124853.8,255396.2,259172.6,0,0
"Q12929",44306.96,31027.76,35883.84,27157.4,3914.39,2636.588,26230.89,20077.89,6093.917,3882.922,0,0
"Q12929.1",29460.71,24281.89,82200.09,232837.8,4764.346,0,1283.185,96475.65,2815.677,76630.44,0,0
"Q12929.2",321937.5,355544.4,502456.4,1673667,95717.91,32430.25,21663.56,650171.9,7656.985,611977.1,0,0
"Q12929.3",53784.51,25490.03,270920.1,903985.7,87870.86,60422.57,20149.9,503404.3,30198.55,317886.9,0,0
"Q12929.4",440131,330370.7,578803.2,403071.7,136123.3,59774.35,46875.02,371034.7,33360.41,171496.7,0,0
"Q12929.5",19730.92,12192.27,213987.6,87277.62,185622.6,64062.11,58212.14,41141.12,36118.23,12586.45,0,0
"Q12929.6",206295.6,234585.9,2383914,1765325,3361207,2718689,195447.2,134001.7,446890.6,510735.5,0,0
"Q12955",1108.661,24316.64,4873.367,400.9411,4766.313,0,0,14656.94,0,7940.228,0,0
"Q13113",540.22,306.0187,461917,192405.5,80651.96,65249.44,535.8164,214.1528,3617.574,5807.317,0,0
"Q13113.1",3479.88,2478.303,27818.72,14462.86,0,11366.59,14639.24,10605.39,23006.59,6554.065,0,0
"Q13113.2",558.7468,3942.927,72094.98,25032.48,52762.39,18796.67,3425.885,4343.938,1390.669,6233.66,0,0
"Q13113.3",537.3065,1932.161,67017.7,83737.31,8406.165,20662.99,1229.737,2105.812,873.4408,669.6845,0,0
"Q13443",42000.25,37694,647274.5,531028.3,579374.8,564726.5,59125.71,52306.03,191856,156885.6,0,0
"Q13470",6527.328,7299.426,39222.63,30050.18,83157.25,57957.28,44866.43,40573.87,113717.7,80607.33,0,0
"Q13882",19725.57,16379.04,132059.1,67724.52,0,17902.58,40033.98,24143.23,143077.4,104626.5,0,0
"Q14247",3970.711,2275.109,3481.489,4788.803,0,4732.99,9803.477,10868.69,57430.54,112444.1,0,0
"Q14451",10375.03,7795.63,95457.24,64151.13,6198.197,6715.17,2253.788,578.0569,6862.619,2440.86,0,0
"Q15758",7343.116,4262.015,113935.3,44957.08,74079.22,30340.15,5287.971,2018.035,19071.49,7942.214,0,0
"Q53GD3",1.20216,0,264090.9,79722.79,192816.1,757.2397,15246.94,6811.525,13449.24,19046.06,0,0
"Q5T0Z8",11832.52,11727.22,40702.44,25328.38,74369.22,66610.49,34652.48,25423.41,66064.78,50520.62,0,0
"Q5T0Z8.1",18609.37,18639.22,184758,139149,300367.7,310242.4,294192.3,247310.3,271271.9,313185.8,0,0
"Q5T0Z8.2",3517.989,3249.984,43178.29,24682.53,124137.1,86633.91,16973.58,11717.78,30727.91,18559.2,0,0
"Q5VW32",2528.452,962.9094,11555.92,6253.216,3401.216,1173.648,595.4636,602.3371,1486.487,712.2013,0,0
"Q5XXA6",581.0809,1654.274,2332.475,1548.971,75884.96,221000.4,30268.12,11569.51,181264.9,166971.5,0,0
"Q6UXY8",3870.607,4656.147,173265.9,83516.44,380804.7,294070.1,68376.52,36773.1,75689.5,71174.22,0,0
"Q6UXY8.1",8042.444,5724.61,165047.3,73054.94,299377.7,191209.2,29073.15,19330,47805.2,40127.9,0,0
"Q6UXY8.2",2489.919,2271.71,99018.73,40128.76,48031.41,52410.2,5572.236,9656.979,18329.53,8430.462,0,0
"Q6UXY8.3",19895.78,18184.65,108856,204534.5,33022.89,20625.35,32001.17,107875.2,33990.89,171757.4,0,0
"Q86SQ4",954.0216,706.0279,12018.33,6623.027,119711.1,87138.54,68841.79,57920.62,41455.96,31386.91,0,0
"Q86X29",33553.89,26067.28,122090.5,189197.2,27439.02,17144.58,72891.86,113582.2,117863.4,265245.4,0,0
"Q86X29.1",51938.54,48935.42,625250.5,308650.5,30932.13,50029.12,148972.4,47660.35,141421.4,121938,0,0
"Q8IVI9",4811.542,1703.757,127305.6,71459.73,44150.41,33584.16,2161.717,5188.357,7777.324,6552.191,0,0
"Q8N3R9",779.5022,2107.186,9124.09,5978.739,21371.43,8832.666,35296.11,31105.08,46158.11,80789.35,0,0
"Q8N4X5",705.0469,575.2578,169035,118366,25145.42,21268.89,192476.3,155992.2,112642.9,82510.97,0,0
"Q8N4X5.1",218119.7,642458.2,921420.5,1084752,68969.28,30779.26,2284907,2249200,2044.582,1530794,0,0
"Q8NFJ5",15970.97,16508.6,398931.1,159602.3,393039.4,355785.9,82968.71,62946.14,152663.6,90797.38,0,0
"Q8NFJ5.1",2557740,2278437,15464940,9782502,7001733,14030130,6432256,4719709,11258180,8376727,0,0
"Q8NFJ5.2",5320827,5147017,28303470,15250190,12100670,16854280,11174590,8361629,13987050,9978925,0,0
"Q8NFJ5.3",1250884,463028,12030710,6399449,8647497,12728370,5586854,3394832,7862373,6168919,0,0
"Q8NFJ5.4",88870.03,1476968,3138517,1901479,496010.6,144639.5,387520.8,98658.36,145021.3,434244.2,0,0
"Q8TE67",118573.2,124328.4,5825285,3271425,86707.51,91476.93,75719.92,50174.61,81969.22,71006.42,0,0
"Q8TE67.1",30264.82,18662.78,2402799,1347126,2515.717,8104.483,1039.052,6012.545,4931.782,5265.7,0,0
"Q8TF74",6629.073,4246.448,121185.8,57963.74,324097.6,281253.3,13914.69,12871.79,28644.05,19784.32,0,0
"Q8WUM4",7506.835,1708.804,579098.6,1011034,50161.72,18131.76,195252.1,886704.2,142256.5,1549352,0,0
"Q8WVV4",28665.19,22059.42,81672.24,94003.61,134246.1,288832.7,405103.1,423436.8,195711.5,229300.2,0,0
"Q969G9",1498.379,0.93835,147285.6,61878.53,0.330659,1527.733,1.326183,0,2.237473,52.3906,0,0
"Q96JP2",16021.75,7094.155,1484291,727546.6,165081.1,80664.62,2420.105,1426.668,15669.21,9523.248,0,0
"Q96JP2.1",11089.56,7787.485,829588.4,1097790,6450.249,27496.96,4188.423,6536.22,8303.282,10436.81,0,0
"Q96JP2.2",67513.93,63838.39,2153862,445129.4,8375.808,1976.846,1952.814,2381.179,34326.63,28029.07,0,0
"Q96JZ2",1912.979,2456.284,265744.1,137215,84775.09,168320.9,49791.91,34685.45,149589.8,170197.8,0,0
"Q99795",12776.82,5335.498,123373.8,69083.86,20231.94,14329.91,5614.734,2961.142,75519.76,59116.63,0,0
"Q99959",2027.938,1362.101,76706.37,31748.44,48726.57,34376.89,42642.47,19782.26,49666.68,27179.04,0,0
"Q99959.1",575.1834,0,4828.007,779.3964,30329.87,3537.432,9747.914,0,15152.62,11292.02,0,0
"Q99959.2",6134.667,13389.03,125516.5,145244.5,53049.67,76794.54,114161.3,90362.12,220144.1,212868.8,0,0
"Q9BYE9",1090.543,0,97323.24,178186.2,2535.95,13308.99,0,9115.752,1371.007,5197.591,0,0
"Q9C0H2",1908.825,1784.756,115068.6,57670.18,47740.39,31480.88,1613.54,1578.844,22437.59,14947.81,0,0
"Q9H3R2",0,0,1096378,96292.16,0,0,0,0,0,0,0,0
"Q9H3R2.1",1185.8,2517.383,2804761,502816,11666.5,3763.069,7092.83,5712.294,7417.005,4913.857,0,0
"Q9H3R2.2",187.6221,0,247477.8,173360.6,0,1511.347,48.09218,76.45068,4943.341,122.832,0,0
"Q9H400",2792.532,392.0653,50052.19,92254.41,0,0,345.3558,1262.869,925.3993,3271.423,0,0
"Q9NP79",2183.55,2316.421,203.1595,12658.27,16250.02,6693.818,9012.773,74703.15,787.2496,53109.15,0,0
"Q9NQ84",1503.65,1056.817,80184.47,123066.3,301750.7,413778.2,128953.1,397846.2,388333.3,310137.5,0,0
"Q9NQ84.1",10640.79,9030.033,318200.3,34637.59,577496.5,145386.6,294578.4,65344.43,407643.3,302889.6,0,0
"Q9NQ84.2",9668.344,7223.376,51786.96,6582.241,190897.9,39373.54,114627.6,24514.47,66604.58,46833.42,0,0
"Q9NQ84.3",56987.59,35448.37,285871,21439.3,912627.6,577959.7,753936.2,143178.8,732936.4,635177.3,0,0
"Q9NQ84.4",8616.978,4864.451,162861.3,142330.9,686794.7,1332273,353432.6,562670.5,634487.8,501070.1,0,0
"Q9NQ84.5",63564.26,80592.13,133963.2,180684.9,93339.13,448434.5,598594.1,796393.4,708646.8,1278516,0,0
"Q9NRY4",877.4082,28213.3,0,0,0,0,0,0,0,0,0,0
"Q9NWQ8",12305.96,10689.48,2159.303,3676.012,10786.61,11085.53,2344.977,1936.634,39859.6,36608.54,0,0
"Q9UHR4",56276.15,259882.2,117603.3,302849.8,225926.3,31233.18,51882.51,293473.6,13796.54,320755.4,0,0
"Q9UHR4.1",38734.63,40481.52,157245.8,633919,37071.37,24780.42,21746.72,609554.5,14185.25,361276.9,0,0
"Q9UPZ9",23116.07,18533.9,177917.8,112076,109581.1,139620.2,73806.34,66407.98,111667.3,101440.5,0,0
"Q9Y446",6425.86,7357.471,99174.83,85285.42,7912.697,7389.147,30256.69,17902.57,31714.35,29490.97,0,0
"Q9Y446.1",17491.83,16721.03,703996.5,448735.2,8381.208,24681.78,9289.052,27297.47,16894.75,24749.13,0,0
"Q9Y4H2",626.8528,0,0,20825.8,0,1695.536,3519.924,26998.87,14871.84,23693.37,0,0
"Q9Y5K6",7494.991,12038.92,74393.15,45824.3,27895.74,12365.88,27163.72,24648.63,44804.5,45750.86,0,0
"Q9Y624",631.3623,634.0806,79143.88,15745.51,78602.24,22912.37,4246.894,6236.345,13738.61,16485.43,0,0
"Q9Y624.1",5779.62,3963.502,120387.2,59464.73,227985.7,93428.64,25135.32,11720.46,64433.62,45565.31,0,0
"Q12929.7",129569.3,77316.42,3479171,1552614,4922162,2016944,222650.5,143175.9,605153.3,430541.7,0,0
"P29323",41061.33,36599.01,17123.4,15114.97,7496.036,4273.94,250.4606,34.62347,4196.499,9397.623,0,0
"P84103",3101.13,1732.619,8783.603,7003.291,31133.69,38893.28,35766.14,32904.52,28293.68,29002.71,0,0
"Q9Y490",1954.074,3652.197,41785.46,8947.789,2772.277,7420.377,28900.78,2177.515,25890.38,14241.12,0,0
"Q9Y490.1",1618.792,1100.204,38896.55,54370.65,7255.754,26101.68,17539.15,35673.28,41554.1,34553.71,0,0
"Q00610",70041.74,56826.63,138944.7,190876.3,13020.22,33176.06,120949.9,111779.3,181907.6,204866.5,0,0
"P15311",889.8515,1229.514,10824.51,8735.239,1696.686,29221.04,45355.65,41418.48,34971.29,47533.54,0,0
"Q86Z02",91263.05,75146.6,958599.4,648676.7,1842564,1386964,447130.8,296761.1,885902.1,530995.5,0,0
"O00571",1014.472,1452.05,31795.84,15872.22,22461.04,11519.67,6993.513,3420.552,23844.75,16054.94,0,0
"P08581",505.3518,382.7523,18918.89,26280.96,1107.462,973.3841,3249.093,9884.458,27803.44,14744.99,0,0
"P27986",132.9898,2303.361,14027.87,34911.23,0,4133.019,2985.379,23306.95,8910.949,28817.11,0,0
"P05787.2",26029.16,20788.64,243725.3,112944.6,113292.1,211176.4,235009.3,127374.4,99606.01,126486.2,0,0
"P05787.3",1404.653,199.1496,55689.65,127705.8,28386.26,244472.7,72303.8,181880.1,65152.77,62902.16,0,0
"Q12959",2318.579,1712.626,54950.42,36643.11,35320.57,31347.54,10006.64,3379.509,18211.85,11836.94,0,0
"Q9UHR4.2",7957.405,7184.523,5423.713,2804.457,198404.4,244343.9,17817.23,17108.4,82287.81,60700.93,0,0
"P27986.1",13898.3,9388.604,71583.38,69709.57,13275.44,123820.5,211786,213450,169720,192987.4,0,0
"P54753",57685.61,45903.62,23253.29,15502.36,0,0,581.2278,0,0,6217.19,0,0
"P37802",61.05727,717.786,193060,11789.32,114895.9,4767.128,43405.7,921.1019,2773.864,7324.144,0,0
"P37802.1",724.8769,115.3789,86909.9,30058.2,37340.05,18786.85,15219.81,6855.724,3322.199,3391.02,0,0
"P37802.2",0,0,84401.55,33430.08,42829.28,23773.07,15925.57,9955.647,5022.889,7490.262,0,0
"P49840",5130833,4788225,49218870,29083310,48177680,42558110,35049400,27577790,71750330,57097880,0,0
"Q13164",3556.094,4599.933,4183.572,47103.26,3597.065,1949.32,6247.935,117301.9,38874.46,324370,0,0
"Q13164.1",24658.78,38142.05,6336.043,1849.183,681.0722,1870.677,645.4227,22415.45,1272.789,190267.6,0,0
"P26599",23202.12,17837.1,216013.8,122862.1,198854.6,227553.3,170809.1,119288.4,170163.7,150359.1,0,0
"Q9NQ84.6",152881.7,157981.6,640899.2,471521.5,2541191,2221824,2125749,1602373,1983337,1597634,0,0
"P25787",1386.407,4269.781,17408.14,14374.28,0,11897.27,4650.93,8487.579,9877.919,4746.463,0,0
"Q9Y3R5",3829.315,9474.137,92411.17,80531.73,30841.29,45064.78,40563.38,43970.99,78075.04,39598.78,0,0
"P12814",7604.069,8989.923,3684.208,12498.56,32768.94,20560.77,34059.2,29225.72,86504.79,98729.91,0,0
"Q16539",9933.963,5798.471,253973.4,81238.09,382154.6,242825.2,1257776,1482978,1127141,641895,0,0
"Q16539.1",56168.19,43302.25,197775.3,41867.84,254605.5,71034.94,2216326,442304,1252327,1068701,0,0
"O60716.1",1566.145,0,19751.12,3236.079,8660.988,14911.62,54691.56,30289.81,155863.4,211361,0,0
"P18669",49160.78,44015.43,762272.1,469979.2,1114614,785262,768021,571603.2,838016.3,729733.5,0,0
"P27361",49439.48,33974.47,115680.6,210290.1,5682.821,6406.095,406662.7,1158884,324464.8,1437213,0,0
"Q00526",781813,705477.6,5741648,4222338,5703120,5902203,8194640,6482187,13451630,10449850,0,0
"Q06124",92202.68,62975.87,277880.1,262721.7,154070.1,622190.3,254821.2,380067.4,407742,781738.3,0,0
"Q9Y5K6.1",21231.38,21227.05,113478.8,55206.13,11945.48,54224.71,82530.4,63424.76,120156,113620.3,0,0
"P14618",2744.82,2778.102,17889.61,3973.154,0,7335.292,29494.65,5635.532,53951.48,38389.2,0,0
"P11940",2188.775,2478.196,32410.25,23566.06,0,0,20636.52,3704.401,16070.21,12717.37,0,0
"P60709",50808.55,31935.02,40312.68,22045.86,40177.92,49261.05,191870.7,145473.4,193594.7,147743.6,0,0
"Q13627",717541.8,625233.5,7971416,5217937,10220770,7657882,4940023,3801016,12802220,10329550,0,0
"P60709.1",6653.444,5187.656,17320.19,94290.31,855.1946,14700.99,2218.367,177900.1,0,107714.3,0,0
"P07947.1",3528.6,2982.522,64860.79,34700.43,30801.84,33921.54,129765.6,104211.6,70365.06,59993.38,0,0
"Q13523",14701990,19631820,7838424,15145380,4306253,1732978,11322660,63082980,1473192,88912730,0,0
"P27986.2",193.2354,1971.854,7526.418,6500.761,41302.28,34820.62,16280.7,11523.43,18793.2,14361.62,0,0
"P06239",102713.4,82978.81,1649297,865660.8,1187394,856775.9,1073590,847040.2,3430458,3087810,0,0
"P21709",2097.611,861.5748,67.88563,26251.11,0,647.1685,73.60692,0,0,4377.493,0,0
"Q08345",11973.03,10151,214295.3,167497.5,58126.17,76899.34,35887.65,32039.88,46274.33,43278.26,0,0
"P14618.1",1560.053,2762.991,22856.9,9278.663,1288.956,8914.453,24535.5,22187.24,55189.39,47902.34,0,0
"P29323.1",6003.805,2716.751,122494.8,31952.77,686.5271,0,243.2691,0.03724423,2192.854,505.8966,0,0
"P54753.1",61433.56,50010.58,124650.3,193673,72037.92,148443.8,1018.123,3965.475,15151.78,22211.34,0,0
"Q9UQB8",59256.34,57665.85,2611848,1626424,694977.6,966982.5,54829.68,45226.19,149083.4,144639.9,0,0
"Q9UQB8.1",63881.42,50319.53,1674689,1146537,394923.1,363023.4,47526.09,38255.42,28492.97,23946.85,0,0
"P07948",16414.06,14593.02,72913.69,45738.58,51656.05,67766.37,13722.77,16937.45,27330.1,31470.96,0,0
"P08758",3256.694,6355.99,56728.44,36794.57,79935.81,65244.88,83320.93,40504.09,140891.6,113375.7,0,0
"O75131",0,0,2225.845,19014.22,0,0,6693.577,20827.41,0,31047.17,0,0
"Q06481",0,39.38313,12117.77,22733.96,6543.318,9980.532,898.7768,1642.326,49729.24,25096.56,0,0
"Q06481.1",1235.432,0,81325.79,12956.5,22523.67,1598.354,8726.201,1224.083,74928.96,53111.87,0,0
"Q9NRY4.1",164124.8,123382.7,733445.5,406050.8,930851.1,1584447,1138083,891778.7,1681336,1377264,0,0
"Q5T5P2",488.0132,719.6533,0,0,0,0,26183.05,81413.97,33009.78,114887.1,0,0
"P35222",6029.99,5624.273,1932.078,65737.63,0,3501.119,0,778.746,240.68,65.62531,0,0
"P63167",975.8677,0,11655.29,16273.52,10909.22,13086.57,9094.763,8239.803,14986.58,16303.23,0,0
"P06239.1",160578.5,158272.5,176211.7,135988.5,319783.8,929387.7,917849.5,791942.8,2040495,2706992,0,0
"Q08345.1",2960.321,727.6945,31581.34,35495.66,13847.44,16547.45,18599.24,2016.909,36593.58,32127.83,0,0
"P18206",26.27252,0,2275.925,0,0,28035.02,20849.55,39661.39,51669.24,41629.29,0,0
"P42685.2",12079.62,10733.21,260163.8,204948.5,40667.37,49387.62,26959.41,28926.06,61783.96,56858.38,0,0
"Q5T5P2.1",6052.608,8448.574,75549.91,39869.8,78051.03,128880.5,143942.4,96963,167276,164303.1,0,0
"Q9UQB8.2",54565.16,109054.2,585290,1675690,39677.74,19920.12,2845.384,45578.57,2833.058,24299.97,0,0
"Q12929.8",6141.576,5200.051,93810.07,8209.675,53193.3,11473.54,3927.824,4580.957,8423.716,6298.434,0,0
"P29317.1",38652.73,28827.98,71675.85,224726.2,3972.42,4076.967,8791.442,145377.6,23505.68,348427.9,0,0
"P18206.1",22067.28,17955.61,308618,179057.5,500900.7,337551.4,586965.7,453307.2,608711.7,559438.9,0,0
"O75674",5247.265,9201.095,43602.88,44466.04,1004.278,2010.356,4679.061,3949.033,15628.35,8106.663,0,0
"P07948.1",4309.292,4245.672,100516.7,62914.05,56563.73,76974.62,139763.2,97895.98,175184.9,154668.7,0,0
"Q86SQ4.1",1631.996,379.9991,152285.6,155065.5,61000.51,165593.4,132530.6,123244,58779.53,71510,0,0
"P07355.6",1385.03,5740.435,5770.405,14603.13,9924.513,60217.47,121803.5,194767,98649.56,244521.1,0,0
"P07355.7",1676.198,5539.886,5383.993,8607.483,2885.326,19489.04,53987.92,103601.7,52495.77,124661.9,0,0
"P15311.1",19282.54,15820.38,113783.6,272468.3,0,35046.38,32169.55,188978.3,1830.758,96674.2,0,0
"P68104",18866.06,13418.51,75551.07,26685.85,81233.56,46921.51,54300.08,31122.01,109591.3,63094.8,0,0
"P45984",669.5631,0,1868.842,0,21.44064,7037.54,14190.44,90208.81,44940.25,33497.89,0,0
"P52799",39173.29,40540.2,381937.9,229438.1,52174.7,42008.03,17240.3,11294.81,53401.3,61680.3,0,0
"P07948.2",27664.84,23819.15,292724.7,177714.9,144751.5,117821.9,45700.69,37112.14,73932.27,60070.1,0,0
"P98172",13020.84,6668.534,45054.74,41605.78,32231.13,16693.71,2810.327,2205.399,27770.16,18156.93,0,0
"P98172.1",5545.791,2923.613,35915.82,17242.27,9939.715,5625.26,10871.95,13319.6,22028.28,22678.17,0,0
"Q9H1C7",15941.88,18548.31,317832.1,197220.8,1143074,1151718,455002.1,418611,766215.7,778479.5,0,0
"Q9H1C7.1",13603.63,14876.01,102907.4,71440.79,219770.6,194643.6,266855,204747,123153.9,104561.1,0,0
"Q9H422",38587.32,32054.1,394201.2,246338,539772.4,385942.8,304721.9,205857.4,759734,639213.9,0,0
"P62805",11843.09,10615.21,5409.199,12618.34,1803.876,3451.893,30705.86,23337.9,13170.09,56520.11,0,0
"P61006",0,0,19675.93,12816.02,3490.525,6035.437,13655.78,9216.278,18571.57,11235.54,0,0
"P29317.2",3971.042,4046.301,90405.18,56659.71,20736.26,54386.36,37522.62,38506.57,381382,359858.4,0,0
"P35579",6389.652,2262.103,41522.54,15251.09,203654.7,91548.6,41262.37,18714.69,88960.45,61174.86,0,0
"P28482",19688.35,10998.07,136451.7,139046.1,44773.27,48124.63,438475.7,745702.1,427407.1,1042551,0,0
"P16144.2",81335.9,72397.66,630386.6,807383.8,263560.6,411258.1,822012.5,1761321,337552.2,908231.3,0,0
"P12882",868.1687,246.8801,8067.038,3163.926,8890.055,7294.611,4380.036,2685.012,7788.732,5168.868,0,0
"P29317.3",15496,5558.208,375481.9,201031.8,238782.2,266575.7,103772.4,80765.07,854018.2,694346.2,0,0
"P29317.4",24992.16,18732.75,32669.99,55738.72,2008.566,4448.933,28447.63,33016.06,12151.14,20620.64,0,0
"P61604",25233.02,26579.24,209221.4,165476.8,809511.6,551925,144641.5,119196.5,212911.9,144233.8,0,0
"P50552",33154.92,31015.53,278648.5,189442.1,110591.2,202193.6,223660.9,173573.7,179887.4,126493.7,0,0
