"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"O95218",1038699,1044937,673893.8,676643,977081.7,1061935,695100.1,788010.4,1088084,1150436,0,0
"Q6UN15.1",154015.1,277944.7,294545.7,208129.5,155949.7,145434.7,342990.7,337247.4,342064.4,268115.1,0,0
"P07900.6",3550.873,5066.361,29082.02,13410.75,9127.667,4234.641,369.0991,113.5483,15154.98,9398.873,0,0
"P08238",33644.76,32290.2,35381.33,27814.68,29408.9,784.17,5135.349,2866.19,29947.96,20113,0,0
"Q9BXP5.1",50457.66,84763.94,338261.4,200603.5,127064,110223.4,296535.5,283188.7,286526.2,223930.4,0,0
"Q9Y2W1.3",6210.568,26845.26,94648.13,81455.55,64019.97,58335.74,47993.07,50649.32,54454.86,53269.94,0,0
"P25788",383300,762276.9,1068743,833434.5,365356.4,69143.69,894647.1,337470.5,246979.4,288703.3,0,0
"P25788.1",2489927,2752453,1994686,2366347,2328120,85374.91,21454.02,24479.72,3178265,2688255,0,0
"Q9H307.1",26315,61834.44,7845.709,2798.492,13744.67,5652.823,37732.57,45540.46,13410.84,10400.93,0,0
"O95218.1",30816.42,163372.9,419514.8,472738.7,971837.8,831672.5,198179.3,100467.4,696043.6,700886.1,0,0
"Q96RK0",14234.95,21781.01,4180.272,3108.76,674.4201,1536.134,75065.48,55462.18,25356.5,20307.28,0,0
"P12814.1",0,3468.585,0,0,1637.351,0,17272.8,15063.01,3028.537,1407.53,0,0
"P15374",0,0,791.0631,3408.723,0,0,3628.793,7743.269,0,2060.99,0,0
"Q9H173",0,0,3028.976,0,3202.158,903427.9,78789.35,246350.1,570.0453,0,0,0
"Q9NRG9",1131.93,1794.378,5051.927,1789.574,0,0,18555.5,14925.16,4263.691,6146.898,0,0
"Q8N5V2",0,0,0,0,0,0,7070.941,4019.339,0,0,0,0
"Q15435",141595.8,143087.1,485812.1,390762.4,59845.7,54030.83,10301.55,6178.598,211802.4,151923.8,0,0
"P22059.2",36406.35,59519.89,138818.8,147419.2,15089.7,10346.84,80053.12,94661.29,150999.2,185924.9,0,0
"P22059.3",17157.11,12515.65,45246.66,43880.13,4418.576,5457.748,144772.9,155225.5,35864.99,33889.47,0,0
"P46937.1",14737.77,9339.627,5146.586,3500.774,2805.372,684.8782,99289.99,142682.2,1060.394,1449.886,0,0
"P46937.2",46504.53,49599.51,64543.2,59679.3,8887.442,4826.822,47067.73,51226.85,13369.87,18762.46,0,0
"P49006.4",228025.4,277465.7,308020.5,259158.8,714438,553285.7,159105,134608.8,438202.2,336914.5,0,0
"P49840.1",3682.803,10725.56,7471.439,3752.319,5695.351,1585.529,23254.34,19569.88,4949.134,6359.62,0,0
"Q9NXC5",0,1733.729,0,0,0,0,2254.4,2183.2,0,0,0,0
"Q8NC51",37681.95,60116.47,63094.11,47908.22,79711.98,69027.18,171101,208871.5,57182.79,32826.3,0,0
"P04075.1",0,1013.626,2282.126,842.8121,9192.159,3081.015,12265.53,10944.66,8176.397,2246.859,0,0
"P04075.2",1043.47,1422.427,3299.803,2922.441,2178.246,5392.569,15836.67,16311.35,12598.28,7811.161,0,0
"P04075.3",3992.263,12026.72,8227.178,2679.048,12220.65,5267.597,49165.31,48579.57,16166.42,14004.3,0,0
"Q96MU7",3074.706,3003.475,1306.244,4404.382,0,1702.748,19135.1,24547.75,3747.261,1393.018,0,0
"Q13425.1",34885.96,46444.21,132993.2,106390,26662.05,20703.3,268232.8,281959.2,131249.3,91024.22,0,0
"P07355.9",0,693.1658,1001.515,592.3418,2761.836,1414.027,15470.05,15579.86,6087.423,961.9781,0,0
"P19338.5",0,1788.991,4645.557,4333.561,0,0,19632.5,22287.04,4751.079,3104.475,0,0
"Q14195",0,4136.42,4083.625,2168.145,6202.089,4451.024,123445.8,141864.3,11040.78,1677.555,0,0
"Q9Y2V2",25312.93,54690.76,208829.5,187412.8,887342.2,953512.5,554099.7,639707,128813.7,104726.7,0,0
"Q9Y2V2.1",57493.01,59245.48,76696.92,81442.39,217272.9,180468.8,393543.3,414971.9,23659.87,8913.969,0,0
"Q8WWM7",13324.36,8174.884,16703.89,22732.12,40794.28,75477.75,154302.3,169138.7,74740.53,54239.79,0,0
"Q9UKM9.2",198800.5,261893.6,294118.9,285674,536190.7,469603.2,796507.1,1086682,423994,386020.6,0,0
"Q9BUJ2",210372.3,171115,58226.08,86458,62344.56,53448.29,1013295,837731.5,212058.1,222536.7,0,0
"P48634.2",22606.24,38031.42,99553.43,32148.13,143660.6,75488.03,36357.03,13018.86,47633.84,22505.1,0,0
"Q7Z6Z7",85440.7,132850.9,145495.3,127227.8,43800.52,60971.98,82754.99,71180.51,77550.35,37108.91,0,0
"O60716.2",0,0,850.0885,0,0,1266.307,6120.247,7945.429,0,926.9611,0,0
"O60716.3",0,0,6212.782,0,3995.29,2652.744,13720.31,13733.77,4134.857,1407.906,0,0
"Q13242",1823.159,8134.309,28378.47,28344.01,11473.42,9322.868,179325.4,168721.1,15862.39,9679.86,0,0
"P13796.1",4605.917,3103.872,818.9801,0,6963.766,3835.726,40893.96,51157.5,23997.82,3628.925,0,0
"P13796.2",467040.3,413741.1,19827.3,47419.25,62666.08,97993.48,8950.989,5599.807,104019,57570.94,0,0
"P13796.3",126207.7,151176.2,3876.438,5284.597,2440.81,3946.809,15655.9,11454.84,14916.86,4522.71,0,0
"P61978.1",3436.54,9753.731,29907.81,19673.63,12551.68,4206.551,111951.3,132141.8,48098.26,34660.84,0,0
"Q9HCN4",34601.99,45709.42,44437.95,54065.64,36332.01,14262.64,26852.75,12718.17,88150.15,95983.31,0,0
"O14639.1",0,0,0,0,0,0,59229.5,74754.73,0,0,0,0
"O14639.2",0,0,2336.155,6802.51,78156.63,71299.62,12988.55,14623.67,69255.88,49073.19,0,0
"Q15366",50503.43,37824.74,22174.79,7667.11,43346.35,55710.37,120523.2,122625.5,42986.77,74284.93,0,0
"Q9BZF1",1057.048,0,2152.397,2364.475,13229.25,3311.136,2534.255,3122.156,3282.566,0,0,0
"P35222.1",2545.765,3818.642,0,0,0,0,5217.765,12281.48,0,0,0,0
"P98175",771.0797,555.8759,422.7223,1147.953,2461.933,0,77759.4,81712.86,1570.645,0,0,0
"Q9Y2H5.1",0,0,0,0,0,0,15153.34,20332.38,0,0,0,0
"P31943",330908.3,417305.1,1248747,946969.4,479387.4,376058.9,348941.1,366467.6,483977.3,390935.9,0,0
"Q5T4S7",35478.59,41658.49,91214.11,59837.84,49378.46,53092.24,97347.27,82932.38,140372.6,115048.4,0,0
"Q8WVE0",31680.04,23561.1,67068.83,65529.64,32190.49,21874.36,143622.2,143157.1,50505.37,46432.23,0,0
"Q8WX93",12445.09,23298.13,50006.43,35255.63,54315.13,29728.33,59755.46,53933.47,74128.8,86408.33,0,0
"Q14103",2086928,2391272,2200063,1363597,1416465,1861359,152448.8,159019,1461904,1001025,0,0
"Q9Y2W1.4",39603.33,54117.56,124188.9,109113.1,77972.56,86060.4,217832.4,260071.4,124439.4,87280.06,0,0
"P20020",14226.36,40212.04,27378.48,21724.67,44109.44,64876.49,109279.1,117663.6,140554.9,96311.02,0,0
"P08238.1",282475.3,374178.5,1038240,947520.3,568834.5,97575.42,101256.6,9137.503,1642028,1192506,0,0
"P08238.2",5324730,4615334,9055179,6879845,5267389,1014421,992019.9,152224.6,9852002,8544694,0,0
"P08238.3",15135170,19026700,28690530,23513350,21262910,3918437,2107542,335808.3,31964170,30677530,0,0
"Q92598",0,0,3875.677,1338.593,0,0,4060.451,3506.913,3649.933,2246.125,0,0
"Q8N5F7",0,0,1053.007,0,641.0213,533.9534,24875.2,32625.78,848.5613,1671.892,0,0
"P12694",19119.03,30498.02,111609.1,39583.95,60886.32,49968.25,6104.742,6619.912,73944.9,5508.639,0,0
"P19634",0,0,0,0,2685.619,1950.102,27165.19,26699.73,4062.79,3003.701,0,0
"O60885",889.486,824.2858,0,0,16382.36,9940.856,6208.147,6162.995,10293.11,7909.422,0,0
"P61978.2",0,0,409.387,1183.563,1147.102,737.6087,5844.971,9212.38,1189.621,0,0,0
"P61978.3",0,0,0,0,1170.753,0,10839.91,8352.415,0,0,0,0
"P61978.4",3375619,2965235,97489.81,55209.88,92458.61,43255.03,4087281,3603728,1350584,1425348,0,0
"Q2M2I8",0,0,0,0,3826.024,12770.88,23439.35,23920.13,0,0,0,0
"P21333",2253.965,5587.94,1106.479,4885.122,2339.648,816.2514,22066.74,31929.26,36.59565,1109.905,0,0
"Q5H9R7",56753.2,34074.52,67614.81,110160.9,29116.47,16674.66,78267.39,70799.14,36517.59,38359.98,0,0
"P05787.9",861.0702,1212.175,5631.704,4959.568,7578.787,2495.848,18202.07,15965.04,10941.2,6412.308,0,0
"P05787.10",11300.28,14913.97,23373.61,15967.63,39952.4,34000.74,98241.74,111478.9,67909.88,44032.39,0,0
"P61289",1622.831,298.1873,0,133.0852,191.3924,69.01227,14007.94,9580.349,1303.618,3801.704,0,0
"Q15019",9234.516,10113.29,145966.2,135810.6,25773.56,22967.91,115123.4,122138.8,81354.73,98226.29,0,0
"Q15019.1",3148007,3147317,9119642,8624919,3702956,4255533,5384863,6566301,5733854,5055403,0,0
"Q9H0D6",126928.4,156239,63181.21,84094.23,195034.9,71333.57,64760.86,43517.18,148128.7,118371.7,0,0
"Q9NYF8.8",1176686,1559375,1349409,1090484,2840823,2242583,1103698,864922.7,2349585,1664055,0,0
"Q9NYF8.9",749120.1,1187095,493863.9,363128.9,648180,369355.6,254131.6,288961.7,293278.1,270970.8,0,0
"P05387",292780.2,342736,744968.2,934282.8,332860.2,507528,193078.5,204153.8,330937.6,293594.1,0,0
"P05387.1",57418.34,106443.7,208341.4,239942,38833.3,41266.48,859416.2,950221.6,151602.2,164385.9,0,0
"P35659.1",12573.52,13028.7,10424.34,7078.599,23644.14,9720.734,15438.39,9210.911,9863.168,9436.71,0,0
"Q9UQE7",17278.98,16508.2,16781.35,15646.33,6081.002,0,2332.145,0,34161.26,17625.09,0,0
"Q12929.10",15817.16,21492.16,25105.97,19967.58,6912.612,5941.899,304.3728,0,0,0,0,0
"P61978.5",159625.9,124619.8,15587.34,15660.11,9067.878,9464.521,297123.4,273451.7,34797.25,28192.05,0,0
"Q8WXX5",0,4.024742,0,0,0,0,18651.1,16943.93,0,0,0,0
"Q8TBA6",7482.814,5867.563,16285.56,18648.97,11645.29,9688.726,37826.2,36241.53,16140.74,13045.83,0,0
"Q9UNZ2",448.2057,1845.603,2220.366,2092.809,15546.14,14213.51,231478.2,252384.1,4761.739,3374.434,0,0
"Q13813",43839.64,40467.06,16894.07,1319.691,8788.572,46297.54,65795.25,74342.2,77893.31,52304.62,0,0
"P17096",5880556,6158891,3538266,3220907,13542320,10057470,1886853,988510.9,3906143,3987891,0,0
"P17096.1",5452585,6434416,4806806,9910916,18852640,2990487,385595.6,372208,6228194,8435947,0,0
"O00559",117089.5,201455.6,307136.7,399085,155273.9,100259.6,477625,481031,134907.8,134841.7,0,0
"Q13557",249872,275012.2,300107.9,254393.4,119227.2,69071.17,267392.6,241096.4,557213.5,549469.8,0,0
"Q7Z5L9.1",1422920,1582241,1649483,1217142,1273194,1064501,855259,737449.7,834205.3,722116,0,0
"Q8IXQ4",23356.04,15300.83,17285.71,8218.529,13402.15,31044.25,84252.6,101310.1,12673.04,15963.9,0,0
"P17096.2",1980787,2427403,5057336,4632660,2653544,2768303,1413979,1664392,7026682,6944163,0,0
"Q09161",56876.66,88066.78,225950.3,156466.2,34746.91,30469.25,145143.4,148651.1,121567.1,98727.83,0,0
"Q7KZF4",24150.91,14310.26,14397.81,6250.905,2158.796,4056.199,25414.26,16803.48,15976.86,11828.2,0,0
"Q9H1E3.7",245248.8,168736.8,539749.5,494937,487724.4,512479.2,987353.6,968796.4,498234.1,410628.8,0,0
"Q8IXM2",13923.79,30544.99,7890.992,10362.4,23470.86,35738.13,200618.6,86008.48,89824.76,33097.14,0,0
"Q15773",63729.72,74301.22,84324.83,48826.8,158689.1,171326.7,53119.98,51198.44,68105.82,39855.04,0,0
"P98175.1",83088.08,106103.3,356808.6,243256.7,446631.9,386972.1,443028.6,397508.2,358752.3,253768.7,0,0
"Q96G03",2844.985,1132.267,1670.573,1877.217,1744.404,1119.577,33858.93,36302.81,2912.385,1647.116,0,0
"Q16204",36456.32,34209.05,140638.6,96227.25,247279.2,182525,261978.7,265947.5,280972.5,248488.4,0,0
"Q7Z5L9.2",181995.3,212806.7,121440,162867.9,255362.1,196615.2,487888.5,492671.3,206925.1,158131.8,0,0
"O60256",13439.73,25067.9,11250.06,11332.46,9087.358,5457.765,73772.52,65313.41,27909.55,9286.502,0,0
"Q14315",0,0,0,0,0,0,0,0,0,0,0,0
"Q86VM9.4",21318.27,27118.37,13869.65,9274.48,18913.08,12934.73,28489.44,35394.75,30745.03,21553.81,0,0
"Q9H4L5.1",10963.91,20741.55,69847.15,68445.28,16619.04,6850.067,71732.29,47118.98,43075.41,24147.45,0,0
"Q96SU4",11508.82,15662.97,5668.357,13322.95,3274.701,13778.95,34234.35,23545.96,8303.457,15360.66,0,0
"Q9H1E3.8",7885.582,20157.66,0,0,0,0,3922.551,4220.109,0,0,0,0
"P16144.6",0,239.5719,2121.954,1949.835,163.0848,0,24703.72,23308.17,1871.388,1908.716,0,0
"O15173.3",69637.9,65875.71,275784.1,225783.2,80364.23,52504.98,148379.8,134819.5,154603.4,212712,0,0
"P29317.6",0,0,0,0,0,0,45313.25,54697.35,9554.443,12829.5,0,0
"P02545.3",402422,614695.4,1116277,893002.5,1815837,1194762,971903.4,664345.6,1606960,1328311,0,0
"P02545.4",524765.9,522871,2112693,1740596,1711667,1619963,2636255,2723192,1874511,1514210,0,0
"P29966.3",3013.126,5680.35,0,545.544,18966.22,31820.44,150360.2,167628.2,22162.78,17672.64,0,0
"P49006.5",0,0,0,0,0,4454.217,8802.063,11672.95,2848.242,0,0,0
"P49006.6",5487.287,8906.249,2380.861,2665.873,42963.14,60158.74,288216.4,288930.9,50412.32,42323.85,0,0
"Q16643.1",81691.58,133233.1,230356.1,139608.6,50605.99,36659.81,59676.61,53694.73,139874.6,108563.7,0,0
"P21796",0,0,22097.34,17548.48,0,0,700.4143,0,0,0,0,0
"P21796.1",26944.66,35303.89,63273.76,64284.44,6627.806,23132.79,29920.35,31596.12,11192.44,5549.239,0,0
"Q13185",59457.91,58345.75,165174,128920.9,5783.13,0,36304.79,44833.87,166862.6,165728.4,0,0
"Q9Y5B6",38355.37,4707.193,25063.41,33447.03,36275.6,22084.45,11961.7,5559.041,42235.82,43947.02,0,0
"P11717.1",31955.92,26477.63,58146.17,60742.08,13490.83,12094.05,160850.2,160591.2,24345.2,23690.63,0,0
"O75369",1134.308,1889.578,2073.689,1732.929,864.4304,733.7813,92615.96,108289.2,8662.77,6569.939,0,0
"Q9Y2W1.5",5851.612,19061.14,57615.84,71134.36,17875.5,17530.89,19247.3,30563.56,48654.43,45810.78,0,0
"Q92769",901302.4,998916.1,556786.8,507160.6,459461.7,337036.6,73286.12,92735.96,781404.2,722061.1,0,0
"Q92769.1",107645.7,114768,46893.18,87562.62,7293.09,4859.265,139666.6,146951.6,103152.4,85597.21,0,0
"Q92769.2",70627.26,73380.81,83494.23,88259.08,67611.34,90866.15,328239.4,269588.1,87330.46,72747.74,0,0
"Q9Y5K3",0,0,19997.76,8948.154,3153.665,0,621.4768,744.9881,2530.184,5400.313,0,0
"Q14155",25269.88,34214.33,39567.68,28902.44,22064.81,18395.71,11760.9,20684.66,38063.68,38372.72,0,0
"Q14155.1",0,4866.561,17437.39,16446.38,0,0,38603.11,45550.91,9486.189,6724.587,0,0
"O76080",16391.78,6837.04,60865.98,62889.29,97495.8,68726.56,3116.445,1659.337,41928.6,37521.42,0,0
"Q7Z417",0,510.9556,0,0,1016.695,1392.977,20342.07,18671.21,651.8099,0,0,0
"P37802.3",2165.937,2947.987,77810.36,44934.08,33788.21,24709.51,38446.04,40970.31,14195.38,12173.04,0,0
"P22626",5143.805,4997.217,13870.49,10457.53,0,0,2784.381,3467.742,3132.878,6710.681,0,0
"A0JLT2",10487.94,16111.62,21815.54,10310.27,7411.11,6756.301,8100.643,7485.977,23176.89,12623.99,0,0
"Q14160",1921.996,0,35865.27,24178.44,5090.489,0,8511.722,16200.99,12486.13,1692.84,0,0
"P55327",38049.54,35627.14,48214.11,44269.65,51675.81,47294.6,301663.4,381614.2,279820.8,236105.5,0,0
"Q9NYF8.10",40352.72,48459.25,78488.13,53859.83,243560.8,286778.6,15667.18,15648.19,183402.4,134746.2,0,0
"Q9NYF8.11",202128.7,353121.5,424469.3,284752.7,831119.9,657668.5,74167.9,92739.6,405346.4,401631.7,0,0
"O00505",37746.52,56471.6,99996,85702.79,17998.41,16402.63,39403.25,40860.5,31237.12,49873.66,0,0
"P67809",1462589,1283657,1244518,1336885,5134747,4649547,939435.3,958630.9,1362350,1704245,0,0
"P60468",822446.6,1093612,1827404,1372850,962980.2,861934.8,776603.4,699069,1333893,1127006,0,0
"P46937.3",236515.7,282377.1,644767.5,476812.3,294218.1,248591.8,200603.9,207998.3,271350.7,192301.2,0,0
"Q8IXQ4.1",36991.98,40286.25,19348.64,23034.21,43141.78,29416.09,107347.5,135797.9,22377.43,13164.76,0,0
"Q9H307.2",148398.2,190251.4,535097.8,384279.5,287828.7,300162.9,425393.3,415900.5,511968.8,426818.3,0,0
"P04792.1",37134.73,52548.1,770453,810549.8,885553.9,925739.9,1012753,957443.9,845454,775378.7,0,0
"Q9UKE5.2",9316.713,6710.701,14298.93,9467.965,9527.132,8595.255,59133.04,60957.44,77182.05,52565.93,0,0
"Q99613.1",244291.3,292283.5,547937.5,451524.3,133482.6,162435.9,687956.7,587514.1,501026.9,410595.2,0,0
"Q96PK6",21961.39,34643.05,80558.1,97383.55,22515.46,20299.39,120970.7,158078.2,33846.99,26054.24,0,0
"Q96KR1",44478.12,65631.59,95045.52,65988.86,45786.12,46123.76,234939.1,162686.4,86170.82,79891.66,0,0
"P43243",114656.5,92785.46,62511.83,47113.3,40443.78,49233.28,586843.7,591663.3,82383.77,48839.63,0,0
"P21127.1",0,0,4508.928,1380.233,2752.452,9701.227,27445.88,29138.9,42945.08,21791.66,0,0
"Q14671",15364.58,25986.58,46234.69,38922.77,73830.84,43046.21,31312.94,32925.04,84089.82,93349.7,0,0
"Q96B23",116864.1,132405.7,148414.1,127495.5,254826.9,243441.9,165581.1,169163.9,283848.1,190086.9,0,0
"Q96B23.1",45028.46,26935.25,48141.4,25372.71,94007.38,76066.13,29664.15,22571.16,81211.01,65681,0,0
"Q15287",103384.5,162677.2,134793.7,100171.7,224519.5,213383.9,160275,190291.3,184774.3,108755.6,0,0
"Q6ZRV2.6",3197.937,3448.712,58687.28,29224.1,11067.13,13547,61130.31,64091.55,34087.48,30893.76,0,0
"Q6ZRV2.7",1076.197,3309.361,8682.47,6016.74,3518.792,0,31602.89,29492.93,0,3275.367,0,0
"Q9Y2W1.6",159238.7,222627.1,280975.1,271042.6,217250.3,268943.3,613790.7,660040.2,415504.8,320844.8,0,0
"Q7Z5L9.3",440852.7,567815.3,754451.4,482527.1,531398.7,414136.1,514578.5,483571.6,375124.7,225379.5,0,0
"Q09161.1",18316.85,48408.74,16358.12,9800.746,8368.46,3559.318,53011.76,47145.76,20751.8,11069.1,0,0
"O14974.1",0,1611.171,0,0,6432.379,0,18402.53,11285.89,22202.67,1172.729,0,0
"Q96PK6.1",0,0,0,0,0,64.57323,14837.85,12519.44,3739.957,0,0,0
"Q8IYB3.11",15500.7,29199,22697.72,10730.8,18416.44,10138.59,26430.44,26695.1,13792.11,10448.99,0,0
"Q8IYB3.12",466708.4,650308.1,584948.9,401030.9,550254,421235.7,440271.5,201902.7,691819.6,551407.4,0,0
"Q9BZL6",0,774.7254,0,0,0,0,5321.411,7404.937,433.8941,0,0,0
"Q96I25",1992.786,5298.036,3350.698,16503.58,0,8574.771,175.7097,1852.313,23563.85,39717.44,0,0
"Q96I25.1",85500.19,93191.34,71118.41,50910.17,15046.66,9548.247,28395.53,20548.57,59778.46,37221.98,0,0
"Q12906.2",5166.061,9136.54,8089.431,3848.96,2916.698,3665.638,2945.623,2171.427,7481.151,4808.289,0,0
"Q12906.3",23160.74,17571.81,26122.82,11170.73,2841.299,3830.294,4466.092,4100.881,18067.65,16918.44,0,0
"Q12996",37950.16,49248.04,38902.14,28620.82,31861.73,21302.5,117715.1,110688,54703.64,48089.12,0,0
"Q96B97.1",132112.3,106687.6,132945.7,119225.4,66001.27,106460.3,258137.7,288944.4,219452.8,154341.1,0,0
"Q8TE77.1",0,0,0,0,0,0,20200.95,29231.21,3336.448,3831.191,0,0
"Q96KR1.1",14342.84,27363.89,57012.77,55935.36,46885.3,28220.28,40285.56,34272.53,88104.61,34498.7,0,0
"O00193",219762.6,155308.2,148242.4,256972.7,390220.2,520289.1,335888.4,350448.6,352429.2,399118.3,0,0
"Q00587",0,0,0,1158.152,0,3255.644,43503.18,41863.69,0,0,0,0
"Q13427.2",0,635.6421,0,0,0,0,33702.41,27848.53,663.5792,0,0,0
"P35222.2",272818.5,256869.9,196879.5,154558.8,153620.3,127938.3,132318.3,175376.6,260563.6,241087.5,0,0
"P35222.3",5684.553,14850.36,4430.976,4650.448,0,1037.585,77528.59,86561.22,7906.728,12764.39,0,0
"Q14157.1",56237.72,58135.22,135114.4,78812.26,601798.9,494798.1,200058.4,198507,163467.8,111233.4,0,0
"Q8IYB3.13",300176.3,382184,349102.7,231341,392583.5,339122.9,992978.1,936893.9,492190.3,453505.1,0,0
"Q8IYB3.14",163031,244605.1,193797.4,155869.4,285569.3,17279.3,19245.05,4114.182,298720.9,224703.7,0,0
"Q9C040",28663.86,35248.56,58547.19,44680.73,2526.209,1386.199,8731.26,11425.13,11868.25,10258.83,0,0
"P85037.1",13441.19,24355.79,9806.972,6115.298,0,2225.032,160573.6,178848.9,6803.41,4999.069,0,0
"Q86YV5",0,0,0,0,296.911,320.7744,1729.66,1887.096,0,0,0,0
"O00193.1",200376.5,208451.9,313859.6,343423.1,893730.9,921573.4,1462545,1399324,780771.9,796360.3,0,0
"Q8TEA8",20153.03,14113.63,9292.883,2737.719,0,0,15964.7,6227.835,33506.03,29793.46,0,0
"Q9H4G0.1",38256.91,20920.24,52259.97,12717.3,39444.74,51245.98,51515.09,26479.14,17986.54,129303.6,0,0
"Q92625",885.9948,2646.483,2091.314,0,12039.15,4305.848,0,0,6955.009,2989.566,0,0
"P09651",3172270,3353526,7234175,4803266,3714550,3509853,2987433,2530636,5404716,4367410,0,0
"Q14669",3859.442,8972.786,6413.811,5084.676,9058.61,11108,14076.8,17888.65,1387.684,2582.184,0,0
"Q13427.3",0,868.9998,2181.29,814.891,0,0,19817.84,16675.79,4222.485,1980.651,0,0
"O75494",0,0,12669.74,11140.08,5976.651,2946.072,36108.36,35889.75,9863.644,5592.603,0,0
"P78536",3662.234,14767.62,22820.19,25025.83,0,0,20338.6,19138.98,8968.294,2958.728,0,0
"P55327.1",0,8631.205,14944,11283.49,8183.394,6428.394,157949.7,147294.9,40340.59,19804.05,0,0
"Q69YN4",14289.58,22937.34,23443.77,19969.57,6983.726,4385.167,32509.91,31360.54,36482.76,19098.49,0,0
"Q04637.2",25523.41,25562.38,16756.85,10489.84,13447.52,16971.06,39114.3,37101.66,12701.1,5427.016,0,0
"Q9H6H4",0,0,0,0,0,0,11970.46,15901.55,0,836.8115,0,0
"P02545.5",60584.7,79337.2,289233.4,175346,171264.1,100167.8,111842.2,98887.97,206871,183148.4,0,0
"Q9UJM3",0,0,0,0,28973.42,17658.29,68926.36,72824.17,2453.166,0,0,0
"Q9Y2H5.2",2427.288,2817.38,3074.809,13365.87,707.7306,3001.518,57711.3,31206.37,6154.933,1123.495,0,0
"A6ND36.1",1500.428,1767.471,755.8006,575.5977,193.0422,257.9429,28127.28,25609.3,1591.293,2377.383,0,0
"O00429",4533.366,8473.328,723.7599,2165.321,1695.733,0,19667.92,17747.43,1866.303,0,0,0
"Q8NC51.1",41913.08,59823.64,40126.45,48628.05,28460.53,17168.92,1160754,1189975,94486.03,75364.48,0,0
"Q01130",293012.2,352284.8,332021.5,322279.1,346703.9,34539.98,57642.94,14844.25,310288,272998.6,0,0
"P23588.1",637913.5,700874.5,934534.8,442878,1084771,847053.1,899703.8,1093352,1110855,938225.7,0,0
"Q9UKV3.4",15147.94,7376.229,5300.018,4037.018,1073.926,2231.856,349548.9,324980.6,50404.05,18228.59,0,0
"P18206.2",2876.365,1906.306,11575.21,14434.75,2276.782,7823.505,60757.47,43517.37,23732.02,21092.05,0,0
"P22059.4",3625.218,1211.814,2284.285,8507.322,22023.03,8367.769,17356.18,14478.96,3252.051,4805.784,0,0
"Q92625.1",24443.14,25083.61,9170.952,49708.53,28921.06,23399.11,2935.718,16867.65,22418.11,17803.64,0,0
"Q5T200",43265.03,60587.99,69380.48,29775.11,32210.77,18277.28,110944.5,108527.8,78316.37,54500.49,0,0
"Q9H3Z4",141407.7,129228.8,232643.6,155008.6,80281.49,60314.84,835434.8,803675.3,238482.7,282143.3,0,0
"Q9UQ35.24",1067.89,1364.52,0,0,1832.926,1380.554,12542.55,15778.79,5467.588,2728.54,0,0
"Q14671.1",881.2228,1118.243,0,766.9853,0,599.0127,32525.7,25179.29,622.9751,0,0,0
"Q96RK0.1",2045.294,604.0425,479.998,562.9229,1225.803,547.322,38193.29,35125.03,1779.165,1601.574,0,0
"P15924.3",38553.22,40200.79,25663.38,17909.36,2882.971,6721.535,44179,52771.62,75659.98,62117.57,0,0
"P15924.4",766.8817,2226.005,987.398,2100.428,0,0,100434.6,111121,2901.325,2100.326,0,0
"Q9Y4F1",28663.71,22571.45,40619.5,50410.03,27924.72,5567.235,36258.49,27250.05,55177.93,43047.68,0,0
"O75376",886.2288,0,250.8718,853.3315,2841.279,1389.535,9377.814,9755.244,968.5591,1943.842,0,0
"P35222.4",0,0,2355.041,3261.67,0,0,16461.98,15642.63,927.883,644.1222,0,0
"Q9BUJ2.1",21157.16,15023.59,7790.552,11260.23,11123.25,14071.41,86571.23,103737.2,40927.21,33964.53,0,0
"Q92625.2",1288.026,712.7756,973.1031,4797.786,0,0,9699.492,12321.9,0,0,0,0
"P28290",1604.33,0,10329.72,14003.28,13520.2,12772.46,40242.01,33123.89,9112.927,7115.198,0,0
"Q8IVT2.3",159873.6,213734.2,416047.4,262370.6,151325.7,176282.2,123352,123571.6,85963.75,66985.23,0,0
"Q8WX93.1",116666.3,146117.5,78899.45,91834.07,109809.8,111603.3,66636.82,34279.55,454919.6,406071.7,0,0
"O75122",0,0,16182.57,0,8472.717,0,23164.22,15460.31,18186.71,17336.16,0,0
"Q9UQ35.25",1865.844,0,1677.398,0,727.7507,1726.793,4347.658,2953.324,0,0,0,0
"Q14C86",0,2884.005,8433.954,2117.938,3243.93,0,13349.06,13889.11,1424.199,3048.793,0,0
"P35221",21265.09,50609.57,38770.22,21848.25,92280.63,45763.47,50403.1,39574.53,80850.84,90984.17,0,0
"Q13085",0,0,0,0,0,0,43482.75,39918.84,2343.067,0,0,0
"Q9UQB8.4",0,1852.494,9191.718,7854.557,0,0,11746.33,12464.77,823.6566,0,0,0
"Q6GYQ0",1822.939,2373.488,6835.862,2537.972,8804.261,10410.62,21492.18,18420.63,1048.835,0,0,0
"O95394",27951.75,39641.33,60077.28,36027.32,47595.83,10212,74269.3,86323.05,48803.8,71819.19,0,0
"O95394.1",87833.7,117676.8,71102.52,58086.78,37785.29,23657.16,12154.86,15723.81,35407.77,32321.24,0,0
"Q9UBC2",53940.28,87726.02,12331.43,16477.82,21086.97,37761.88,54589.51,40993.51,36307.1,28775.04,0,0
"P02545.6",0,0,7402.067,13682.78,2192.156,0,15130.96,15230.6,5885.479,7959.677,0,0
